order_id;order_quantity;item_price;order_value;order_line_nuber;order_date;days_since_last_order;order_status;address_id;customer_id;product_id
10289;43;192380;8272340;3;03.09.2019;1083;Shipped;7;7;108
10304;20;178880;3577600;14;11.10.2019;1046;Shipped;37;37;108
10312;25;155250;3881250;11;21.10.2019;1037;Shipped;38;38;108
10322;36;161040;5797440;2;04.11.2019;1024;Shipped;39;39;108
10332;24;52670;1264080;1;17.11.2019;1012;Shipped;75;75;108
10347;21;229300;4815300;6;29.11.2019;1001;Shipped;9;9;108
10356;30;148740;4462200;1;09.12.2019;992;Shipped;3;3;108
10367;32;94790;3033280;7;12.01.2020;959;Resolved;4;4;108
10380;21;47180;990780;8;16.02.2020;925;Shipped;22;22;108
10390;26;78110;2030860;7;04.03.2020;909;Shipped;38;38;108
10421;35;155250;5433750;1;29.05.2020;824;In Process;38;38;108
10109;26;121440;3157440;1;10.03.2018;1636;Shipped;44;44;21
10123;46;112200;5161200;3;20.05.2018;1566;Shipped;45;45;21
10137;37;117480;4346760;3;10.07.2018;1516;Shipped;2;2;21
10148;27;130680;3528360;10;11.09.2018;1454;Shipped;41;41;21
10161;23;138600;3187800;9;17.10.2018;1419;Shipped;76;76;21
10172;39;154440;6023160;7;05.11.2018;1401;Shipped;12;12;21
10181;27;143880;3884760;3;12.11.2018;1395;Shipped;7;7;21
10192;38;130680;4965840;8;20.11.2018;1388;Shipped;39;39;21
10204;27;154440;4169880;14;02.12.2018;1377;Shipped;72;72;21
10212;40;122760;4910400;7;16.01.2019;1333;Shipped;22;22;21
10226;24;134640;3231360;5;26.02.2019;1293;Shipped;53;53;21
10241;44;155760;6853440;12;13.04.2019;1248;Shipped;81;81;21
10253;37;139920;5177040;2;01.06.2019;1200;Cancelled;21;21;21
10266;20;141240;2824800;3;06.07.2019;1166;Shipped;68;68;21
10278;39;110880;4324320;3;06.08.2019;1136;Shipped;82;82;21
10287;44;114840;5052960;1;30.08.2019;1113;Shipped;67;67;21
10301;22;146520;3223440;5;05.10.2018;1443;Shipped;83;83;21
10311;43;122760;5278680;10;16.10.2019;1068;Shipped;22;22;21
10321;27;105600;2851200;7;04.11.2019;1050;Shipped;20;20;21
10331;26;64900;1687400;10;17.11.2019;1038;Shipped;44;44;21
10343;25;52320;1308000;3;24.11.2019;1032;Shipped;2;2;21
10366;49;125400;6144600;2;10.01.2020;986;Shipped;88;88;21
10379;29;176800;5127200;5;10.02.2020;956;Shipped;22;22;21
10407;41;155760;6386160;12;22.04.2020;885;On Hold;59;59;21
10419;55;139920;7695600;2;17.05.2020;861;Shipped;18;18;21
10103;27;83070;2242890;12;29.01.2018;1701;Shipped;16;16;102
10112;23;110430;2539890;2;24.03.2018;1648;Shipped;23;23;102
10126;31;90170;2795270;12;28.05.2018;1584;Shipped;24;24;102
10139;46;120560;5545760;1;16.07.2018;1536;Shipped;19;19;102
10150;47;91180;4285460;9;19.09.2018;1472;Shipped;25;25;102
10163;31;107390;3329090;2;20.10.2018;1442;Shipped;26;26;102
10174;46;121570;5592220;5;06.11.2018;1426;Shipped;27;27;102
10183;37;89150;3298550;9;13.11.2018;1420;Shipped;28;28;102
10193;28;93210;2609880;1;21.11.2018;1413;Shipped;85;85;102
10206;37;90170;3336290;7;05.12.2018;1400;Shipped;30;30;102
10215;49;112450;5510050;4;29.01.2019;1346;Shipped;31;31;102
10228;24;104350;2504400;3;10.03.2019;1307;Shipped;32;32;102
10244;30;117520;3525600;1;29.04.2019;1258;Shipped;22;22;102
10257;50;88140;4407000;1;14.06.2019;1213;Shipped;59;59;102
10270;31;96240;2983440;10;19.07.2019;1179;Shipped;19;19;102
10280;46;111440;5126240;3;17.08.2019;1151;Shipped;35;35;102
10291;47;121570;5713790;12;08.09.2019;1130;Shipped;36;36;102
10304;46;100300;4613800;7;11.10.2019;1098;Shipped;37;37;102
10312;37;100300;3711100;4;21.10.2019;1089;Shipped;38;38;102
10322;33;106810;3524730;12;04.11.2019;1076;Shipped;39;39;102
10347;48;100300;4814400;9;29.11.2019;1052;Shipped;9;9;102
10357;41;87130;3572330;6;10.12.2019;1042;Shipped;38;38;102
10369;42;109080;4581360;1;20.01.2020;1002;Shipped;40;40;102
10391;32;45250;1448000;6;09.03.2020;954;Shipped;41;41;102
10423;10;88140;881400;1;30.05.2020;873;In Process;54;54;102
10103;35;57460;2011100;14;29.01.2018;1726;Shipped;16;16;93
10126;46;73700;3390200;14;28.05.2018;1608;Shipped;24;24;93
10139;20;71200;1424000;3;16.07.2018;1560;Shipped;19;19;93
10150;30;49970;1499100;11;19.09.2018;1496;Shipped;25;25;93
10163;48;69960;3358080;4;20.10.2018;1466;Shipped;26;26;93
10173;28;53720;1504160;2;05.11.2018;1451;Shipped;84;84;93
10183;39;68080;2655120;11;13.11.2018;1444;Shipped;28;28;93
10193;24;51840;1244160;3;21.11.2018;1437;Shipped;85;85;93
10206;28;67460;1888880;9;05.12.2018;1424;Shipped;30;30;93
10215;31;58710;1820010;6;29.01.2019;1370;Shipped;31;31;93
10228;45;63710;2866950;5;10.03.2019;1331;Shipped;32;32;93
10244;24;58090;1394160;3;29.04.2019;1282;Shipped;22;22;93
10257;49;53720;2632280;3;14.06.2019;1237;Shipped;59;59;93
10269;32;63080;2018560;1;16.07.2019;1206;Shipped;18;18;93
10280;43;68710;2954530;5;17.08.2019;1175;Shipped;35;35;93
10291;37;50590;1871830;14;08.09.2019;1154;Shipped;36;36;93
10304;24;64960;1559040;9;11.10.2019;1122;Shipped;37;37;93
10312;35;53720;1880200;6;21.10.2019;1113;Shipped;38;38;93
10322;41;29870;1224670;13;04.11.2019;1100;Shipped;39;39;93
10332;26;114580;2979080;17;17.11.2019;1088;Shipped;75;75;93
10347;34;64960;2208640;10;29.11.2019;1077;Shipped;9;9;93
10357;49;70580;3458420;5;10.12.2019;1067;Shipped;38;38;93
10369;28;44210;1237880;6;20.01.2020;1027;Shipped;40;40;93
10392;37;59960;2218520;3;10.03.2020;978;Shipped;61;61;93
10423;31;53720;1665320;3;30.05.2020;898;In Process;54;54;93
10106;41;83440;3421040;18;17.02.2018;1732;Shipped;84;84;66
10119;21;89460;1878660;9;28.04.2018;1663;Shipped;18;18;66
10130;40;96340;3853600;2;16.06.2018;1615;Shipped;89;89;66
10143;46;74840;3442640;13;10.08.2018;1561;Shipped;49;49;66
10155;44;79140;3482160;11;06.10.2018;1505;Shipped;15;15;66
10167;46;73120;3363520;7;23.10.2018;1489;Cancelled;36;36;66
10178;41;81720;3350520;10;08.11.2018;1474;Shipped;50;50;66
10186;32;89460;2862720;7;14.11.2018;1469;Shipped;51;51;66
10197;46;87740;4036040;4;26.11.2018;1458;Shipped;52;52;66
10222;49;94620;4636380;10;19.02.2019;1374;Shipped;53;53;66
10248;21;73980;1553580;1;07.05.2019;1298;Cancelled;1;1;66
10262;32;84300;2697600;15;24.06.2019;1251;Cancelled;22;22;66
10273;34;98060;3334040;2;21.07.2019;1225;Shipped;54;54;66
10283;21;98060;2059260;4;20.08.2019;1196;Shipped;55;55;66
10296;21;96340;2023140;13;15.09.2019;1171;Shipped;87;87;66
10307;31;83440;2586640;7;14.10.2019;1143;Shipped;28;28;66
10316;21;94620;1987020;15;01.11.2019;1126;Shipped;57;57;66
10327;25;45860;1146500;5;10.11.2019;1118;Resolved;47;47;66
10338;28;82580;2312240;3;22.11.2019;1107;Shipped;88;88;66
10350;43;64970;2793710;6;02.12.2019;1098;Shipped;22;22;66
10373;22;86740;1908280;5;31.01.2020;1039;Shipped;58;58;66
10386;37;93010;3441370;5;01.03.2020;1010;Resolved;22;22;66
10398;28;72260;2023280;18;30.03.2020;982;Shipped;2;2;66
10400;30;74840;2245200;7;01.04.2020;981;Shipped;59;59;66
10414;44;73980;3255120;1;06.05.2020;947;On Hold;56;56;66
10103;25;101580;2539500;13;29.01.2018;1776;Shipped;16;16;104
10126;30;97390;2921700;13;28.05.2018;1658;Shipped;24;24;104
10139;20;90060;1801200;2;16.07.2018;1610;Shipped;19;19;104
10150;26;107860;2804360;10;19.09.2018;1546;Shipped;25;25;104
10163;40;122520;4900800;3;20.10.2018;1516;Shipped;26;26;104
10173;31;89010;2759310;1;05.11.2018;1501;Shipped;84;84;104
10183;22;113100;2488200;10;13.11.2018;1494;Shipped;28;28;104
10193;23;120430;2769890;2;21.11.2018;1487;Shipped;85;85;104
10206;30;119380;3581400;8;05.12.2018;1474;Shipped;30;30;104
10215;49;107860;5285140;5;29.01.2019;1420;Shipped;31;31;104
10228;31;102630;3181530;4;10.03.2019;1381;Shipped;32;32;104
10244;29;115190;3340510;2;29.04.2019;1332;Shipped;22;22;104
10257;37;84820;3138340;2;14.06.2019;1287;Shipped;59;59;104
10270;38;125660;4775080;11;19.07.2019;1253;Shipped;19;19;104
10280;29;103670;3006430;4;17.08.2019;1225;Shipped;35;35;104
10291;23;124620;2866260;13;08.09.2019;1204;Shipped;36;36;104
10304;26;85870;2232620;8;11.10.2019;1172;Shipped;37;37;104
10312;38;117290;4457020;5;21.10.2019;1163;Shipped;38;38;104
10322;48;47040;2257920;7;04.11.2019;1150;Shipped;39;39;104
10332;40;39800;1592000;18;17.11.2019;1138;Shipped;75;75;104
10347;45;109960;4948200;11;29.11.2019;1127;Shipped;9;9;104
10357;44;117290;5160760;4;10.12.2019;1117;Shipped;38;38;104
10369;21;94220;1978620;5;20.01.2020;1077;Shipped;40;40;104
10392;29;86920;2520680;2;10.03.2020;1028;Shipped;61;61;104
10423;21;84820;1781220;2;30.05.2020;948;In Process;54;54;104
10105;22;139320;3065040;11;11.02.2018;1788;Shipped;47;47;107
10117;26;136590;3551340;5;16.04.2018;1725;Shipped;25;25;107
10128;41;135220;5544020;2;06.06.2018;1675;Shipped;22;22;107
10142;47;128390;6034330;8;08.08.2018;1613;Shipped;38;38;107
10153;31;117470;3641570;7;28.09.2018;1563;Shipped;22;22;107
10166;43;161180;6930740;2;21.10.2018;1541;Shipped;20;20;107
10177;23;159810;3675630;9;07.11.2018;1525;Shipped;74;74;107
10185;28;122930;3442040;9;14.11.2018;1519;Shipped;49;49;107
10196;49;140690;6893810;1;26.11.2018;1508;Shipped;33;33;107
10208;24;109270;2622480;9;02.01.2019;1472;Shipped;29;29;107
10221;33;133860;4417380;3;18.02.2019;1426;Shipped;54;54;107
10232;22;163910;3606020;6;20.03.2019;1397;Shipped;57;57;107
10248;32;118830;3802560;12;07.05.2019;1350;Cancelled;1;1;107
10273;40;125660;5026400;13;21.07.2019;1276;Shipped;54;54;107
10282;43;155710;6695530;1;20.08.2019;1247;Shipped;38;38;107
10293;24;117470;2819280;4;09.09.2019;1228;Shipped;35;35;107
10306;32;117470;3759040;9;14.10.2019;1194;Shipped;75;75;107
10314;20;136590;2731800;1;22.10.2019;1187;Shipped;76;76;107
10325;24;69120;1658880;9;05.11.2019;1174;Shipped;16;16;107
10336;48;120380;5778240;12;20.11.2019;1160;Shipped;60;60;107
10350;44;117980;5191120;1;02.12.2019;1149;Shipped;22;22;107
10372;28;137960;3862880;3;26.01.2020;1095;Shipped;34;34;107
10383;24;61520;1476480;9;22.02.2020;1069;Shipped;22;22;107
10396;33;159810;5273730;2;23.03.2020;1040;Shipped;38;38;107
10414;41;118830;4872030;12;06.05.2020;997;On Hold;56;56;107
10104;23;198130;4556990;13;31.01.2018;1824;Shipped;22;22;33
10109;46;179500;8257000;5;10.03.2018;1787;Shipped;44;44;33
10114;48;171030;8209440;4;01.04.2018;1766;Shipped;60;60;33
10122;25;143940;3598500;3;08.05.2018;1730;Shipped;65;65;33
10127;22;174420;3837240;15;03.06.2018;1705;Shipped;72;72;33
10136;41;203210;8331610;3;04.07.2018;1675;Shipped;50;50;33
10141;34;142250;4836500;9;01.08.2018;1648;Shipped;71;71;33
10148;32;169340;5418880;14;11.09.2018;1608;Shipped;41;41;33
10151;21;177810;3734010;7;21.09.2018;1599;Shipped;58;58;33
10165;47;186270;8754690;16;22.10.2018;1569;Shipped;25;25;33
10171;39;140550;5481450;3;05.11.2018;1556;Shipped;42;42;33
10175;29;152410;4419890;5;06.11.2018;1556;Shipped;48;48;33
10181;45;140550;6324750;7;12.11.2018;1551;Shipped;7;7;33
10184;28;157490;4409720;10;14.11.2018;1550;Shipped;79;79;33
10192;26;150710;3918460;12;20.11.2018;1545;Shipped;39;39;33
10195;50;152410;7620500;10;25.11.2018;1541;Shipped;46;46;33
10203;48;172730;8291040;1;02.12.2018;1535;Shipped;22;22;33
10207;25;157490;3937250;11;09.12.2018;1529;Shipped;62;62;33
10212;40;138860;5554400;11;16.01.2019;1492;Shipped;22;22;33
10225;43;149020;6407860;2;22.02.2019;1456;Shipped;67;67;33
10229;22;189660;4172520;5;11.03.2019;1440;Shipped;38;38;33
10239;47;150710;7083370;1;12.04.2019;1409;Shipped;58;58;33
10246;36;198130;7132680;9;05.05.2019;1387;Shipped;22;22;33
10253;40;169340;6773600;6;01.06.2019;1361;Cancelled;21;21;33
10259;27;135470;3657690;8;15.06.2019;1348;Shipped;63;63;33
10266;29;165950;4812550;7;06.07.2019;1328;Shipped;68;68;33
10271;20;196430;3928600;9;20.07.2019;1315;Shipped;38;38;33
10278;42;152410;6401220;7;06.08.2019;1299;Shipped;82;82;33
10281;25;167650;4191250;5;19.08.2019;1287;Shipped;17;17;33
10287;36;162570;5852520;5;30.08.2019;1277;Shipped;67;67;33
10292;21;135470;2844870;12;08.09.2019;1269;Shipped;1;1;33
10301;23;174420;4011660;9;05.10.2018;1608;Shipped;83;83;33
10305;37;201510;7455870;9;13.10.2019;1236;Shipped;14;14;33
10310;48;186270;8940960;3;16.10.2019;1234;Shipped;66;66;33
10313;25;182890;4572250;3;22.10.2019;1229;Shipped;30;30;33
10321;33;172730;5700090;11;04.11.2019;1217;Shipped;20;20;33
10324;27;116870;3155490;12;05.11.2019;1217;Shipped;10;10;33
10331;27;154470;4170690;11;17.11.2019;1206;Shipped;44;44;33
10334;20;143940;2878800;3;19.11.2019;1205;On Hold;23;23;33
10342;30;167650;5029500;4;24.11.2019;1201;Shipped;9;9;33
10349;48;154100;7396800;6;01.12.2019;1195;Shipped;72;72;33
10358;32;93490;2991680;12;10.12.2019;1187;Shipped;22;22;33
10366;34;184580;6275720;1;10.01.2020;1157;Shipped;88;88;33
10370;27;56850;1534950;9;20.01.2020;1148;Shipped;41;41;33
10377;39;186270;7264530;3;09.02.2020;1129;Shipped;15;15;33
10383;47;146150;6869050;6;22.02.2020;1117;Shipped;22;22;33
10394;22;152410;3353020;5;15.03.2020;1096;Shipped;22;22;33
10405;55;150710;8289050;1;14.04.2020;1067;Shipped;81;81;33
10412;60;198130;11887800;9;03.05.2020;1049;Shipped;22;22;33
10419;35;169340;5926900;6;17.05.2020;1036;Shipped;18;18;33
10425;28;135470;3793160;8;31.05.2020;1023;In Process;13;13;33
10105;38;113950;4330100;13;11.02.2018;1864;Shipped;47;47;74
10117;21;95800;2011800;7;16.04.2018;1801;Shipped;25;25;74
10128;41;117980;4837180;4;06.06.2018;1751;Shipped;22;22;74
10142;22;97810;2151820;10;08.08.2018;1689;Shipped;38;38;74
10153;29;88740;2573460;9;28.09.2018;1639;Shipped;22;22;74
10165;50;106890;5344500;1;22.10.2018;1616;Shipped;25;25;74
10177;29;105880;3070520;11;07.11.2018;1601;Shipped;74;74;74
10185;49;80670;3952830;11;14.11.2018;1595;Shipped;49;49;74
10196;35;101850;3564750;3;26.11.2018;1584;Shipped;33;33;74
10208;48;116970;5614560;11;02.01.2019;1548;Shipped;29;29;74
10221;23;80670;1855410;5;18.02.2019;1502;Shipped;54;54;74
10232;48;95800;4598400;8;20.03.2019;1473;Shipped;57;57;74
10248;42;121010;5082420;14;07.05.2019;1426;Cancelled;1;1;74
10273;47;115970;5450590;15;21.07.2019;1352;Shipped;54;54;74
10282;36;115970;4174920;3;20.08.2019;1323;Shipped;38;38;74
10293;22;109920;2418240;6;09.09.2019;1304;Shipped;35;35;74
10306;40;91760;3670400;11;14.10.2019;1270;Shipped;75;75;74
10314;23;107900;2481700;3;22.10.2019;1263;Shipped;76;76;74
10326;32;118990;3807680;6;09.11.2019;1246;Shipped;23;23;74
10336;21;106210;2230410;7;20.11.2019;1236;Shipped;60;60;74
10350;41;93040;3814640;2;02.12.2019;1225;Shipped;22;22;74
10372;25;84710;2117750;5;26.01.2020;1171;Shipped;34;34;74
10383;26;128480;3340480;12;22.02.2020;1145;Shipped;22;22;74
10396;24;89750;2154000;4;23.03.2020;1116;Shipped;38;38;74
10414;48;121010;5808480;14;06.05.2020;1073;On Hold;56;56;74
10108;26;68350;1777100;9;03.03.2018;1869;Shipped;64;64;10
10122;21;73170;1536570;13;08.05.2018;1804;Shipped;65;65;10
10135;45;78000;3510000;10;02.07.2018;1750;Shipped;38;38;10
10147;36;86040;3097440;10;05.09.2018;1686;Shipped;40;40;10
10169;32;70760;2264320;5;04.11.2018;1627;Shipped;41;41;10
10181;30;82820;2484600;17;12.11.2018;1620;Shipped;7;7;10
10191;36;94880;3415680;6;20.11.2018;1613;Shipped;66;66;10
10203;33;86040;2839320;11;02.12.2018;1602;Shipped;22;22;10
10211;35;78000;2730000;5;15.01.2019;1559;Shipped;8;8;10
10225;37;95690;3540530;12;22.02.2019;1522;Shipped;67;67;10
10238;41;73170;2999970;6;09.04.2019;1477;Shipped;47;47;10
10252;20;76390;1527800;2;26.05.2019;1431;Shipped;8;8;10
10265;45;86840;3907800;2;02.07.2019;1395;Shipped;85;85;10
10276;38;69960;2658480;6;02.08.2019;1365;Shipped;69;69;10
10287;43;70760;3042680;15;30.08.2019;1338;Shipped;67;67;10
10300;49;78800;3861200;8;04.10.2018;1669;Shipped;70;70;10
10310;27;80410;2171070;13;16.10.2019;1293;Shipped;66;66;10
10319;46;73980;3403080;1;03.11.2019;1276;Shipped;77;77;10
10329;38;59100;2245800;10;15.11.2019;1265;Shipped;1;1;10
10342;25;66740;1668500;5;24.11.2019;1257;Shipped;9;9;10
10363;46;60300;2773800;10;06.01.2020;1215;Shipped;71;71;10
10378;22;112000;2464000;4;10.02.2020;1181;Shipped;22;22;10
10390;40;137290;5491600;9;04.03.2020;1159;Shipped;38;38;10
10103;46;104170;4791820;16;29.01.2018;1925;Shipped;16;16;101
10126;38;82340;3128920;16;28.05.2018;1807;Shipped;24;24;101
10139;30;103180;3095400;5;16.07.2018;1759;Shipped;19;19;101
10149;42;94250;3958500;2;12.09.2018;1702;Shipped;80;80;101
10163;43;116080;4991440;6;20.10.2018;1665;Shipped;26;26;101
10173;29;95240;2761960;4;05.11.2018;1650;Shipped;84;84;101
10182;33;86310;2848230;1;12.11.2018;1644;Shipped;38;38;101
10193;32;79370;2539840;5;21.11.2018;1636;Shipped;85;85;101
10206;28;87300;2444400;11;05.12.2018;1623;Shipped;30;30;101
10215;41;111120;4555920;8;29.01.2019;1569;Shipped;31;31;101
10227;33;111120;3666960;1;02.03.2019;1538;Shipped;29;29;101
10244;36;84330;3035880;5;29.04.2019;1481;Shipped;22;22;101
10257;26;89290;2321540;5;14.06.2019;1436;Shipped;59;59;101
10280;34;102190;3474460;7;17.08.2019;1373;Shipped;35;35;101
10290;26;96230;2501980;2;07.09.2019;1353;Shipped;89;89;101
10304;38;104170;3958460;11;11.10.2019;1320;Shipped;37;37;101
10312;33;107150;3535950;8;21.10.2019;1311;Shipped;38;38;101
10323;33;91270;3011910;2;05.11.2019;1297;Shipped;70;70;101
10347;26;102190;2656940;12;29.11.2019;1274;Shipped;9;9;101
10357;25;104170;2604250;3;10.12.2019;1264;Shipped;38;38;101
10369;45;73080;3288600;4;20.01.2020;1224;Shipped;40;40;101
10382;50;178710;8935500;7;17.02.2020;1197;Shipped;38;38;101
10392;36;112110;4035960;1;10.03.2020;1176;Shipped;61;61;101
10423;21;89290;1875090;5;30.05.2020;1096;In Process;54;54;101
10108;29;139640;4049560;8;03.03.2018;1916;Shipped;64;64;28
10122;21;117590;2469390;12;08.05.2018;1851;Shipped;65;65;28
10135;42;129350;5432700;9;02.07.2018;1797;Shipped;38;38;28
10147;37;119060;4405220;9;05.09.2018;1733;Shipped;40;40;28
10169;36;123470;4444920;4;04.11.2018;1674;Shipped;41;41;28
10181;22;154340;3395480;16;12.11.2018;1667;Shipped;7;7;28
10191;23;148460;3414580;5;20.11.2018;1660;Shipped;66;66;28
10203;32;160220;5127040;10;02.12.2018;1649;Shipped;22;22;28
10211;28;133760;3745280;4;15.01.2019;1606;Shipped;8;8;28
10225;27;169040;4564080;11;22.02.2019;1569;Shipped;67;67;28
10238;49;133760;6554240;5;09.04.2019;1524;Shipped;47;47;28
10252;41;164630;6749830;1;26.05.2019;1478;Shipped;8;8;28
10265;49;171980;8427020;1;02.07.2019;1442;Shipped;85;85;28
10276;30;130820;3924600;5;02.08.2019;1412;Shipped;69;69;28
10287;40;169040;6761600;14;30.08.2019;1385;Shipped;67;67;28
10300;23;164630;3786490;7;04.10.2018;1716;Shipped;70;70;28
10310;49;127880;6266120;12;16.10.2019;1340;Shipped;66;66;28
10320;25;139640;3491000;5;03.11.2019;1323;Shipped;23;23;28
10330;37;119060;4405220;3;16.11.2019;1311;Shipped;64;64;28
10342;55;119060;6548300;7;24.11.2019;1304;Shipped;9;9;28
10355;23;138170;3177910;7;07.12.2019;1292;Shipped;22;22;28
10363;24;172610;4142640;11;06.01.2020;1263;Shipped;71;71;28
10378;43;96490;4149070;10;10.02.2020;1229;Shipped;22;22;28
10390;50;147940;7397000;1;04.03.2020;1207;Shipped;38;38;28
10109;47;132800;6241600;2;10.03.2018;1933;Shipped;44;44;25
10123;34;156820;5331880;4;20.05.2018;1863;Shipped;45;45;25
10137;31;165300;5124300;4;10.07.2018;1813;Shipped;2;2;25
10148;28;129980;3639440;11;11.09.2018;1751;Shipped;41;41;25
10161;36;154000;5544000;10;17.10.2018;1716;Shipped;76;76;25
10172;48;114440;5493120;8;05.11.2018;1698;Shipped;12;12;25
10181;39;148340;5785260;4;12.11.2018;1692;Shipped;7;7;25
10192;45;118680;5340600;9;20.11.2018;1685;Shipped;39;39;25
10204;35;163880;5735800;15;02.12.2018;1674;Shipped;72;72;25
10212;45;141280;6357600;8;16.01.2019;1630;Shipped;22;22;25
10226;46;159650;7343900;6;26.02.2019;1590;Shipped;53;53;25
10240;37;161060;5959220;1;13.04.2019;1545;Shipped;43;43;25
10253;31;129980;4029380;3;01.06.2019;1497;Cancelled;21;21;25
10266;33;152580;5035140;4;06.07.2019;1463;Shipped;68;68;25
10278;31;132800;4116800;4;06.08.2019;1433;Shipped;82;82;25
10287;27;159650;4310550;2;30.08.2019;1410;Shipped;67;67;25
10301;39;165300;6446700;6;05.10.2018;1740;Shipped;83;83;25
10311;32;113020;3616640;11;16.10.2019;1365;Shipped;22;22;25
10321;28;151170;4232760;8;04.11.2019;1347;Shipped;20;20;25
10331;26;67910;1765660;12;17.11.2019;1335;Shipped;44;44;25
10343;44;84880;3734720;2;24.11.2019;1329;Shipped;2;2;25
10367;46;104530;4808380;6;12.01.2020;1281;Resolved;4;4;25
10379;32;70830;2266560;4;10.02.2020;1253;Shipped;22;22;25
10406;65;161060;10468900;1;15.04.2020;1189;Disputed;47;47;25
10419;43;129980;5589140;3;17.05.2020;1158;Shipped;18;18;25
10108;43;67770;2914110;12;03.03.2018;1965;Shipped;64;64;40
10122;35;49740;1740900;16;08.05.2018;1900;Shipped;65;65;40
10135;45;50360;2266200;13;02.07.2018;1846;Shipped;38;38;40
10146;47;67140;3155580;2;03.09.2018;1784;Shipped;86;86;40
10169;38;68390;2598820;8;04.11.2018;1723;Shipped;41;41;40
10180;21;50360;1057560;3;11.11.2018;1717;Shipped;6;6;40
10191;43;72740;3127820;9;20.11.2018;1709;Shipped;66;66;40
10211;46;54090;2488140;8;15.01.2019;1654;Shipped;8;8;40
10224;38;58440;2220720;1;21.02.2019;1618;Shipped;6;6;40
10237;26;52220;1357720;1;05.04.2019;1576;Shipped;10;10;40
10252;31;52840;1638040;5;26.05.2019;1526;Shipped;8;8;40
10264;48;54710;2626080;3;30.06.2019;1492;Shipped;56;56;40
10276;33;50360;1661880;9;02.08.2019;1460;Shipped;69;69;40
10286;38;57200;2173600;1;28.08.2019;1435;Shipped;60;60;40
10299;39;55950;2182050;3;30.09.2019;1403;Shipped;15;15;40
10310;42;67140;2819880;16;16.10.2019;1388;Shipped;66;66;40
10319;44;59060;2598640;4;03.11.2019;1371;Shipped;77;77;40
10330;29;69630;2019270;2;16.11.2019;1359;Shipped;64;64;40
10342;26;55950;1454700;8;24.11.2019;1352;Shipped;9;9;40
10355;31;53470;1657570;1;07.12.2019;1340;Shipped;22;22;40
10363;32;89120;2851840;12;06.01.2020;1311;Shipped;71;71;40
10378;28;164630;4609640;9;10.02.2020;1277;Shipped;22;22;40
10390;36;141110;5079960;2;04.03.2020;1255;Shipped;38;38;40
10403;36;52220;1879920;1;08.04.2020;1221;Shipped;21;21;40
10106;41;116460;4774860;17;17.02.2018;2003;Shipped;84;84;105
10119;27;99520;2687040;8;28.04.2018;1934;Shipped;18;18;105
10130;33;103750;3423750;1;16.06.2018;1886;Shipped;89;89;105
10143;34;101640;3455760;12;10.08.2018;1832;Shipped;49;49;105
10155;29;124930;3622970;10;06.10.2018;1776;Shipped;15;15;105
10167;34;105870;3599580;6;23.10.2018;1760;Cancelled;36;36;105
10178;48;112220;5386560;9;08.11.2018;1745;Shipped;50;50;105
10186;46;106930;4918780;6;14.11.2018;1740;Shipped;51;51;105
10197;22;115400;2538800;3;26.11.2018;1729;Shipped;52;52;105
10222;45;85750;3858750;9;19.02.2019;1645;Shipped;53;53;105
10249;46;121750;5600500;5;08.05.2019;1568;Shipped;32;32;105
10262;34;120690;4103460;14;24.06.2019;1522;Cancelled;22;22;105
10273;50;85750;4287500;1;21.07.2019;1496;Shipped;54;54;105
10283;46;125990;5795540;3;20.08.2019;1467;Shipped;55;55;105
10296;22;84700;1863400;12;15.09.2019;1442;Shipped;87;87;105
10307;48;86810;4166880;6;14.10.2019;1414;Shipped;28;28;105
10316;47;86810;4080070;14;01.11.2019;1397;Shipped;57;57;105
10328;34;112220;3815480;6;12.11.2019;1387;Shipped;84;84;105
10338;45;122810;5526450;2;22.11.2019;1378;Shipped;88;88;105
10351;20;168730;3374600;2;03.12.2019;1368;Shipped;48;48;105
10373;50;60490;3024500;6;31.01.2020;1310;Shipped;58;58;105
10386;22;57550;1266100;6;01.03.2020;1281;Resolved;22;22;105
10398;45;106930;4811850;17;30.03.2020;1253;Shipped;2;2;105
10400;58;125990;7307420;6;01.04.2020;1252;Shipped;59;59;105
10415;51;121750;6209250;5;09.05.2020;1215;Disputed;85;85;105
10104;38;140750;5348500;3;31.01.2018;2045;Shipped;22;22;27
10117;22;126390;2780580;12;16.04.2018;1971;Shipped;25;25;27
10127;25;137880;3447000;5;03.06.2018;1924;Shipped;72;72;27
10142;24;157980;3791520;15;08.08.2018;1859;Shipped;38;38;27
10152;35;129260;4524100;1;25.09.2018;1812;Shipped;27;27;27
10165;28;119200;3337600;6;22.10.2018;1786;Shipped;25;25;27
10176;36;153670;5532120;5;06.11.2018;1772;Shipped;68;68;27
10185;39;130690;5096910;16;14.11.2018;1765;Shipped;49;49;27
10196;27;168040;4537080;8;26.11.2018;1754;Shipped;33;33;27
10207;40;153670;6146800;1;09.12.2018;1742;Shipped;62;62;27
10220;50;165160;8258000;5;12.02.2019;1678;Shipped;73;73;27
10230;42;172340;7238280;3;15.03.2019;1648;Shipped;70;70;27
10247;48;140750;6756000;5;05.05.2019;1598;Shipped;71;71;27
10272;25;149360;3734000;5;20.07.2019;1523;Shipped;17;17;27
10282;31;150800;4674800;8;20.08.2019;1493;Shipped;38;38;27
10292;44;162290;7140760;2;08.09.2019;1475;Shipped;1;1;27
